answer_id,document_id,question_id,text,answer_start,answer_end,answer_category,question,file_name,context
726628,1364540,665713,49,860,862,,quel est le nombre d’autorisations de déversement d’effluents d’établissements industriels au réseau de collecte des eaux usées,data(7).txt,"de se raccorder au réseau d’évacuation public.
Dans certains cas, il peut être exigé des installations de 
prétraitement : séparateurs de graisses pour les restaurants, cantines, établissements hospitaliers, boucheries, charcuteries…, séparateurs d’hydrocarbures pour les garages, stations-services…
49 établissements disposent de conventions de rejets ou 
arrêtés de déversements (sur les 19 communes relevant de la compétence de la Métropole).LINÉAIRE DE RÉSEAUX DE COLLECTE 
/parenleft.caseHORS BRANCHEMENTS/parenright.case ET/OU TRANSFERT
Le tableau ci-dessous indique, par commune et par type de 
"
726598,1364539,665696,276 308,1102,1109,,quelle est la valeur de D201.0 ?,data(6).txt,"estiques et assimilés sont ceux 
redevables à l’Agence de l’eau au titre de la pollution de l’eau d’origine domestique en application de l’article L213-10-3 du Code de l’environnement. 
Le service public de l’assainissement collectif relevant de 
la compétence de Clermont Auvergne Métropole dessert 276 308 habitants au 31/12/2020 et 70 316 abonnés.
COMMUNE NOMBRE D'HABITANTS DESSERVIS NOMBRE D'ABONNÉS
MÉTROPOLERÉGIEAUBIÈRE 10 849 3 840
BEAUMONT 11 024 3 300
BLANZAT 3 791 1 800
CÉBAZAT 8 835 4 150
CEYRAT 6 476 2 634
CHÂTEAUGAY 3 059 1700
CLERMONT/hyphen.caseFERRAND 145 289 23 359
COURNON/hyphen.caseD'"
726620,1364517,665706,"99,8",975,979,,quelle est la valeur  du taux de conformité des prélèvements sur les eaux distribuées réalisés au titre du contrôle sanitaire par rapport aux limites de qualité pour ce qui concerne la microbiologie,data.txt," prélèvements non conformes
Nombre de prélèvements réalisés 
Cet indicateur est demandé si le service dessert plus de 5 000 
habitants ou produit plus de 1 000 m3/jour. 
Les taux de conformité sur la Métropole en 2020 ont été 
calculés à partir de plus de 500 prélèvements et sont en moyenne de  :
• 99,8 % en terme de microbiologie• 100 % en terme de physico-chimie.La conformité de l’eau distribuée tient compte de :-  limites de qualité, qui sont des normes à respecter 
obligatoirement (absence de bactéries, taux de nitrates, 
pesticides, plomb…) ;
-  références de qualité, qui regroupent des indic"
726629,1364544,665722, 7 312,289,295,,Quelle est la valeur de D203.0 ?,data(8).txt,"Rapport sur le prix et la qualité de l’eau potable et de l’assainissement 2020 35QUANTITÉS DE BOUES ISSUES DES 
OUVRAGES D’ÉPURATION /parenleft.caseD203.0/parenright.case
La quantité de boues d’épuration produites et évacuées de 
la station d’épuration des Trois Rivières s’élève en 2020 à 7 312 tonnes de matières sèches, y compris réactifs.
Pour 2020, conformément au plan d'épandage, les boues 
ont été valorisées : 
- à 60% en épandage. (4 357 tonnes de matières sèches) 
- à 40 % en compostage (2 955 tonnes de matières sèches)
Concernant les autres stations d’épuration, il n’y pas eu 
d’é"
726635,1364544,665723,7 312,290,295,,Quelle est la quantité de boues issues des ouvrages d'épuration,data(8).txt,"Rapport sur le prix et la qualité de l’eau potable et de l’assainissement 2020 35QUANTITÉS DE BOUES ISSUES DES 
OUVRAGES D’ÉPURATION /parenleft.caseD203.0/parenright.case
La quantité de boues d’épuration produites et évacuées de 
la station d’épuration des Trois Rivières s’élève en 2020 à 7 312 tonnes de matières sèches, y compris réactifs.
Pour 2020, conformément au plan d'épandage, les boues 
ont été valorisées : 
- à 60% en épandage. (4 357 tonnes de matières sèches) 
- à 40 % en compostage (2 955 tonnes de matières sèches)
Concernant les autres stations d’épuration, il n’y pas eu 
d’é"
726610,1364540,665702,49,860,862,,Quelle est la valeur de D.202.0 ?,data(7).txt,"de se raccorder au réseau d’évacuation public.
Dans certains cas, il peut être exigé des installations de 
prétraitement : séparateurs de graisses pour les restaurants, cantines, établissements hospitaliers, boucheries, charcuteries…, séparateurs d’hydrocarbures pour les garages, stations-services…
49 établissements disposent de conventions de rejets ou 
arrêtés de déversements (sur les 19 communes relevant de la compétence de la Métropole).LINÉAIRE DE RÉSEAUX DE COLLECTE 
/parenleft.caseHORS BRANCHEMENTS/parenright.case ET/OU TRANSFERT
Le tableau ci-dessous indique, par commune et par type de 
"
726643,1364545,665726,100 %,284,289,,Quelle est la valeur de P203.3?,data(9).txt,"36 Rapport sur le prix et la qualité de l’eau potable et de l’assainissement 2020INDICATEURS DE PERFORMANCE
INDICATEURSYSTÈME  
D'ASSAINISSEMENT 
DE  
L'AGGLOMÉRATION 
CLERMONTOISE
P203.3 CONFORMITÉ DE LA COLLECTE DES EFFLUENTS AUX PRESCRIPTIONS NATIONALES ISSUES DE LA DIRECTIVE ERU 100 %
P204.3 CONFORMITÉ DES ÉQUIPEMENTS D'ÉPURATION AUX PRESCRIPTIONS NATIONALES ISSUES DE LA DIRECTIVE ERU 100 %
P205.3 CONFORMITÉ DE LA PERFORMANCE DES OUVRAGES AUX PRESCRIPTIONS NATIONALES ISSUES DE LA DIRECTIVE ERU 100 %
P 254.3 PERFORMANCE DES ÉQUIPEMENTS D’ÉPURATION 100 %INDICATEUR RÉGIE MÉTROPOLE
"
726648,1364545,665729,100 ,392,396,,quelle est la valeur de la CONFORMITÉ DES ÉQUIPEMENTS D'ÉPURATION AUX PRESCRIPTIONS NATIONALES ISSUES DE LA DIRECTIVE ERU,data(9).txt," DE PERFORMANCE
INDICATEURSYSTÈME  
D'ASSAINISSEMENT 
DE  
L'AGGLOMÉRATION 
CLERMONTOISE
P203.3 CONFORMITÉ DE LA COLLECTE DES EFFLUENTS AUX PRESCRIPTIONS NATIONALES ISSUES DE LA DIRECTIVE ERU 100 %
P204.3 CONFORMITÉ DES ÉQUIPEMENTS D'ÉPURATION AUX PRESCRIPTIONS NATIONALES ISSUES DE LA DIRECTIVE ERU 100 %
P205.3 CONFORMITÉ DE LA PERFORMANCE DES OUVRAGES AUX PRESCRIPTIONS NATIONALES ISSUES DE LA DIRECTIVE ERU 100 %
P 254.3 PERFORMANCE DES ÉQUIPEMENTS D’ÉPURATION 100 %INDICATEUR RÉGIE MÉTROPOLE
P253.2 TAUX MOYEN DE RENOUVELLEMENT DES RÉSEAUX DE COLLECTE DES EAUX USÉES /parenleft.caseEN %/parenright.c"
726650,1364545,665730, 100 ,502,507,,"Quelle est la valeur de P205.3 ?
",data(9).txt,"LA COLLECTE DES EFFLUENTS AUX PRESCRIPTIONS NATIONALES ISSUES DE LA DIRECTIVE ERU 100 %
P204.3 CONFORMITÉ DES ÉQUIPEMENTS D'ÉPURATION AUX PRESCRIPTIONS NATIONALES ISSUES DE LA DIRECTIVE ERU 100 %
P205.3 CONFORMITÉ DE LA PERFORMANCE DES OUVRAGES AUX PRESCRIPTIONS NATIONALES ISSUES DE LA DIRECTIVE ERU 100 %
P 254.3 PERFORMANCE DES ÉQUIPEMENTS D’ÉPURATION 100 %INDICATEUR RÉGIE MÉTROPOLE
P253.2 TAUX MOYEN DE RENOUVELLEMENT DES RÉSEAUX DE COLLECTE DES EAUX USÉES /parenleft.caseEN %/parenright.case - 0,6
VP. 140 LINÉAIRE DE RÉSEAU RENOUVELÉ AU COURS DES CINQ DERNIÈRES ANNÉES 2017 /hyphen.case 2018 /hyphe"
726622,1364517,665707,100 %,1009,1014,,quelle est la valeur du taux de conformité des prélèvements sur les eaux distribuées réalisés au titre du contrôle sanitaire par rapport aux limites de qualité pour ce qui concerne les paramètres physico-chimiques,data.txt," de prélèvements réalisés 
Cet indicateur est demandé si le service dessert plus de 5 000 
habitants ou produit plus de 1 000 m3/jour. 
Les taux de conformité sur la Métropole en 2020 ont été 
calculés à partir de plus de 500 prélèvements et sont en moyenne de  :
• 99,8 % en terme de microbiologie• 100 % en terme de physico-chimie.La conformité de l’eau distribuée tient compte de :-  limites de qualité, qui sont des normes à respecter 
obligatoirement (absence de bactéries, taux de nitrates, 
pesticides, plomb…) ;
-  références de qualité, qui regroupent des indicateurs de 
qualité témoins du fonct"
726625,1364533,665709,84,5789,5791,,quelle est la valeur du rendement du réseau de distribution ?,data(1).txt,"er par le consommateur. Cependant, ce chiﬀre est à relativiser car il est basé sur une moyenne des données connues. Or, en grande majorité, ce sont les communes les plus importantes et donc les plus urbaines qui renseignent cet indicateur.
* VC: volume consommé
Le rendement calculé est, en 2020, de 84 % en moyenne pour les 10 communes gérées par la Métropole, que ce soit en régie ou en délégation de service public, contre 81,3 % en 2019 et 80,5 % en 2018.
Plusieurs précisions sont à apporter :-Le rendement prend également en compte les achats et 
ventes d’eau vers des collectivités extérieures q"
726657,1364545,665731, 100,502,506,,Quelle  est la CONFORMITÉ DE LA PERFORMANCE DES OUVRAGES AUX PRESCRIPTIONS NATIONALES ISSUES DE LA DIRECTIVE ERU,data(9).txt,"LA COLLECTE DES EFFLUENTS AUX PRESCRIPTIONS NATIONALES ISSUES DE LA DIRECTIVE ERU 100 %
P204.3 CONFORMITÉ DES ÉQUIPEMENTS D'ÉPURATION AUX PRESCRIPTIONS NATIONALES ISSUES DE LA DIRECTIVE ERU 100 %
P205.3 CONFORMITÉ DE LA PERFORMANCE DES OUVRAGES AUX PRESCRIPTIONS NATIONALES ISSUES DE LA DIRECTIVE ERU 100 %
P 254.3 PERFORMANCE DES ÉQUIPEMENTS D’ÉPURATION 100 %INDICATEUR RÉGIE MÉTROPOLE
P253.2 TAUX MOYEN DE RENOUVELLEMENT DES RÉSEAUX DE COLLECTE DES EAUX USÉES /parenleft.caseEN %/parenright.case - 0,6
VP. 140 LINÉAIRE DE RÉSEAU RENOUVELÉ AU COURS DES CINQ DERNIÈRES ANNÉES 2017 /hyphen.case 2018 /hyph"
726661,1364545,665732,"0,6",702,705,,Quelle est la valeur de P253.2 ?,data(9).txt,".3 CONFORMITÉ DE LA PERFORMANCE DES OUVRAGES AUX PRESCRIPTIONS NATIONALES ISSUES DE LA DIRECTIVE ERU 100 %
P 254.3 PERFORMANCE DES ÉQUIPEMENTS D’ÉPURATION 100 %INDICATEUR RÉGIE MÉTROPOLE
P253.2 TAUX MOYEN DE RENOUVELLEMENT DES RÉSEAUX DE COLLECTE DES EAUX USÉES /parenleft.caseEN %/parenright.case - 0,6
VP. 140 LINÉAIRE DE RÉSEAU RENOUVELÉ AU COURS DES CINQ DERNIÈRES ANNÉES 2017 /hyphen.case 2018 /hyphen.case 2019 /hyphen.case 2020  
/parenleft.caseQUEL QUE SOIT LE FINANCEUR/parenright.case /parenleft.caseEN %/parenright.case- 28,5
P255.3 INDICE DE CONNAISSANCE DES REJETS AU MILIEU NATUREL  
PAR L"
727125,1364611,666165, 100 %  ,898,906,,Quelle est la valeur de P206.3?,data(15).txt,"1  – Taux de desserte par des réseaux de collecte 
des eaux usées  
 95,7 % 
P202.2 – Indice de connaissance et de gestion 
patrimoniale des réseaux de collecte des eaux usées  
 75 
P206.3 – Taux de boues issues des ouvrages 
d’épuration évacuées selon des filières conformes à la 
réglementation  
 100 %  
P207.0  – Montant des abandons de créa nce ou des 
versements à un fonds de solidarité  
 0,002 €/m3 
P251.1 – Taux de débordements d’effluents chez les 
usagers  
 0,0516 pour 1  000 abonnés  
P252.2 – Points de curage fréquent du réseau  
  4,361  pour 100 km de réseaux  
P253.2 – Taux de renouve"
727149,1364617,666189, 100 ,1927,1932,,Quel est l'indice global d'avancement de protection de la ressource ?,data(21).txt,"publics d'eau potable  ou de ressources multiples, l'indicateur est établi 
pour chaque ressource et une valeur globale est calculée en pondérant chaque indicateur par les volumes annuels 
d'eau produits ou achetés. 
 
Pour l'année 2019, l'indice global d'avancement de protection de la ressource est 100 %  (100 % en 2018). 
Financement des investissements. "
726665,1364545,665735,"10,6",1257,1261,,Quelle est la valeur de la durée d'extinction de la dette de la collectivité? ,data(9).txt,"ONNAISSANCE DES REJETS AU MILIEU NATUREL  
PAR LES RÉSEAUX DE COLLECTE DES EAUX USÉES /parenleft.caseEN UNITÉ/parenright.case-110 / 120 points 
(agglomération  
d'assainissement  
""Clermont-Ferrand)
P.256.3 DURÉE D'EXTINCTION DES LA DETTE DE LA COLLECTIVITÉ /parenleft.caseEN ANNÉE/parenright.case - 10,6
P257.0 TAUX D'IMPAYÉS SUR LES FACTURES D'EAU DE L'ANNÉE PRÉCÉDENTE /parenleft.caseEN %/parenright.case 1,01 -Les tableaux ci-après reprennent les principaux indicateurs de performance sur les communes gérées par la Métropole.
Les paragraphes qui suivent détaillent les modes de calcul de ces indicat"
726668,1364559,665738,100 %,544,549,,Quelle est la valeur de P206.3 ?,data(10).txt," dite 
conforme si elle remplit les deux conditions suivantes :
•  le transport des boues est eﬀectué conformément à la 
réglementation en vigueur ;
•  la ﬁlière de traitement est autorisée ou déclarée selon son 
type et sa taille.
Concernant les boues de la Station d’épuration des Trois 
Rivières, 100 % des boues ont été évacuées selon les 
ﬁlières conformes à la réglementation.
La valorisation des boues en agriculture fait l’objet des 
autorisations nécessaires (plan d’épandage soumis à autorisation au titre de la loi sur l’eau).
TAUX DE DÉBORDEMENT DES EFFLUENTS 
DANS LES LOCAUX DES USAGERS /par"
726669,1364559,665739,"0,02 ",1262,1267,,Quelle est la valeur du taux de débordement des effluents dans les locaux des usagers? ,data(10).txt," demandes d’indemnisation présentées par des tiers ayant subi des dommages dans leurs locaux résultant de débordements d’eﬄuents causés par un dysfonctionnement du service public.
Pour 2020, on dénombre 6 dossiers de ce type dans 
lesquels la responsabilité de la Métropole est engagée, soit environ 0,02 demandes d’indemnisation pour 1 000 
habitants, contre 0,03 en 2019.La moyenne nationale 2018 s’établit à 0,047 demandes d’indemnisations pour 1 000 habitants.
POINTS NOIRS DU RÉSEAU DE COLLECTE 
/parenleft.caseP252.2/parenright.case
Cet indicateur donne un éclairage sur l'état et le bon 
fonctionne"
726670,1364559,665740,"0,02",1262,1266,,Quelle est la valeur de P251.1 ?,data(10).txt," demandes d’indemnisation présentées par des tiers ayant subi des dommages dans leurs locaux résultant de débordements d’eﬄuents causés par un dysfonctionnement du service public.
Pour 2020, on dénombre 6 dossiers de ce type dans 
lesquels la responsabilité de la Métropole est engagée, soit environ 0,02 demandes d’indemnisation pour 1 000 
habitants, contre 0,03 en 2019.La moyenne nationale 2018 s’établit à 0,047 demandes d’indemnisations pour 1 000 habitants.
POINTS NOIRS DU RÉSEAU DE COLLECTE 
/parenleft.caseP252.2/parenright.case
Cet indicateur donne un éclairage sur l'état et le bon 
fonctionn"
727114,1364611,666154, 213 372,95,103,,Quelle est la valeur de D201.0 ?,data(15).txt," 
 
 Les indicateurs de performances  
 
D201.0 – Estimation du nombre d'habitants desservis  
 213 372  habitants desservis  
D202.0 – Nombre d’autorisations de déversement 
d’effluents d’établissements industriels au réseau de 
collecte des eaux usées  
 18 
 
D203.0  – Quantité de boues issues des ouvrages 
d’épuration  
 3 893 T de MS  
 
Prix TTC du service au m³ pour 120 m³ (sans les 
abonnemen"
726681,1364561,665751,"0,26",2466,2470,,Quelle est la valeur du taux de réclamation? ,data(12).txt,"ementaires, y compris celles qui sont liées au règlement de service).
Le calcul de cet indicateur s’eﬀectue comme suit :
Nombre de réclamations (hors prix) laissant  
une trace écrite
Nombre total d'abonnés du service
Pour cette année 2020, le taux de réclamations pour les 
communes en régie est de 0,26 pour 1 000 abonnés (17 
réclamations écrites), contre 1,7 au niveau national en 2018.
FINANCEMENT  
DES INVESTISSEMENTS
PRINCIPAUX INVESTISSEMENTS 2020
Les dépenses d'investissement 2020 s'élèvent à 29,8 
millions d’euros , dont 27,3 millions d’euros  de dépenses 
réelles. Elles comprennent pour l'"
727127,1364611,666167,"  4,361",1148,1155,,Quels sont les points de curage fréquent du réseau ?,data(15).txt,"lon des filières conformes à la 
réglementation  
 100 %  
P207.0  – Montant des abandons de créa nce ou des 
versements à un fonds de solidarité  
 0,002 €/m3 
P251.1 – Taux de débordements d’effluents chez les 
usagers  
 0,0516 pour 1  000 abonnés  
P252.2 – Points de curage fréquent du réseau  
  4,361  pour 100 km de réseaux  
P253.2 – Taux de renouvellement des réseaux de 
collecte des eaux usées  
 0,40 % 
P254.3 – Conformité des performances des 
équipements d’épuration  
 94,3 % 
P255.3 – Indice de connaissance des rejets au milieu 
naturel  
 105 
P256.2 - Durée d’extinction de la dette de "
727044,1364594,666084, 536 344,109,117,,Quelle est la valeur de la population desservie ?,data(13).txt,"113
VI - 3– Population desservie
La population desservie par la Collectivité Eau du Bassin Rennais représente 536 344 habitants (source 
INSEE - population légale 2019 entrée en vigueur le 1er janvier 2021), dont 44 % à Rennes et St-Jacques-de-la-lande.
Tableau 2
Service 2020 D101.0 - Estimation du 
nombre d ’habitants desservis 2021 D101.0 - Estimation du 
nombre d ’habitants desservis 
01 - Rennes-St Jacques 234"
727151,1364619,666191,"0,014 ",828,834,,Quelle est la valeur d'abandons de créance ou versements à un fond de solidarité ? ,data(23).txt,"réance à caractère social, votés au cours de l'année par l'assemblée délibérante de la 
collectivité (notamment ceux qui sont liés au FSL).  
 
L’année 2019, le service a reçu 4 demandes d’abandon de créance et en a accordé 4. 
669,11 € ont été abandonnés et/ou versés à un fonds de solidarité, soit 0,014 €/m3 pour l’année 2019 (0 €/m3 en 
2018). 
 
5.2 Opérations de coopération décentralisée (cf. L 1115-1-1 du CGCT) 
 
Peuvent être ici listées les opérations mises en place dans le cadre de l'article L1115-1-1 du Code général des 
collectivités territoriales, lequel ouvre la possibilité aux collectiv"
726702,1364562,665769,"4,22",961,965,,Quelle est la valeur de l'indice linéaire des volumes non comptés ? ,data(1).txt,"angé à partir des valeurs de l’année 2007  
 
 - indice des volumes non comptés  =  
(estimation consommations sans comptage+volume de service+pertes) / longueur du 
réseau hors branchements  
 
  2015  2016  2017  2018  2019  
Indice linéaire des volumes non 
comptés [m³/km/j]  3,45 4,05 3,90 4,09 4,22 
 
- indice linéaire de pertes en réseau  =  
pertes / longueur du réseau hors branchements  
 
  2015  2016  2017  2018  2019  
Indice linéaire de pertes en réseau 
[m³/km/j]  3,18 3,70 3,55 3,71 3,78 
 
- indice linéaire de consommation =  
(consommations comptabilisées+exportations+estimation co"
727126,1364611,666166," 0,002",996,1002,,Quelle est la valeur de P207.0 ?,data(15).txt,"nnaissance et de gestion 
patrimoniale des réseaux de collecte des eaux usées  
 75 
P206.3 – Taux de boues issues des ouvrages 
d’épuration évacuées selon des filières conformes à la 
réglementation  
 100 %  
P207.0  – Montant des abandons de créa nce ou des 
versements à un fonds de solidarité  
 0,002 €/m3 
P251.1 – Taux de débordements d’effluents chez les 
usagers  
 0,0516 pour 1  000 abonnés  
P252.2 – Points de curage fréquent du réseau  
  4,361  pour 100 km de réseaux  
P253.2 – Taux de renouvellement des réseaux de 
collecte des eaux usées  
 0,40 % 
P254.3 – Conformité des performances "
727150,1364619,666190," 0,014",827,833,,Quelle est la valeur de P109.0?,data(23).txt,"créance à caractère social, votés au cours de l'année par l'assemblée délibérante de la 
collectivité (notamment ceux qui sont liés au FSL).  
 
L’année 2019, le service a reçu 4 demandes d’abandon de créance et en a accordé 4. 
669,11 € ont été abandonnés et/ou versés à un fonds de solidarité, soit 0,014 €/m3 pour l’année 2019 (0 €/m3 en 
2018). 
 
5.2 Opérations de coopération décentralisée (cf. L 1115-1-1 du CGCT) 
 
Peuvent être ici listées les opérations mises en place dans le cadre de l'article L1115-1-1 du Code général des 
collectivités territoriales, lequel ouvre la possibilité aux collecti"
726703,1364562,665770," 3,78",1162,1167,,quel est l'indice des pertes en réseau? ,data(1).txt,"  2016  2017  2018  2019  
Indice linéaire des volumes non 
comptés [m³/km/j]  3,45 4,05 3,90 4,09 4,22 
 
- indice linéaire de pertes en réseau  =  
pertes / longueur du réseau hors branchements  
 
  2015  2016  2017  2018  2019  
Indice linéaire de pertes en réseau 
[m³/km/j]  3,18 3,70 3,55 3,71 3,78 
 
- indice linéaire de consommation =  
(consommations comptabilisées+exportations+estimation consommations sans 
comptage+volume de service)  / (365 * longueur du réseau hors branchements)  
 
 2015  2016  2017  2018  2019  
Indice linéaire de consommation 
[m³/km/j]  23,8 24,8 25,1 25,3 25,8 
Se"
726705,1364562,665772," 25,8 ",1458,1464,,Quel est l'indice linéaire de consommation? ,data(1).txt,"3,71 3,78 
 
- indice linéaire de consommation =  
(consommations comptabilisées+exportations+estimation consommations sans 
comptage+volume de service)  / (365 * longueur du réseau hors branchements)  
 
 2015  2016  2017  2018  2019  
Indice linéaire de consommation 
[m³/km/j]  23,8 24,8 25,1 25,3 25,8 
Seuil de rendement [%]  69,8 % 70,0 % 70,0 % 70,1 % 70,2 % 
 
Le rendement est au -dessus du seuil minimal sur le dernier exercice.  
Consommations 
comptabilisées :  
2 959 721 m³ 
Production  : 
0 m³ 
Importations  : 
3 480 936 m³  
Exportations  : 
24 237 m³  
Volume mis en 
distribution  : 
3 4"
726710,1364563,665777," 2,22 %",719,726,,Quel est la valeur de P107.2 ?,data(2).txt,"renouvelé inclut les sections de réseaux remplacées à l’identique ou renforcées 
ainsi que les sections réhabilitées.  
 
L’indicateur de performance «  Taux moyen de renouvellement  des réseaux » [P107.2] est une 
moyenne sur les 5 dernières années. Sur la période indiquée ci -dessus, il est égal à 2,22 %. 
 
Le linéai re renouvelé en 5 ans est de 35,809km.  
◼ CONTINUITE DU SERVIC E 
Taux d'occurrence des interruptions de service non programmées  
 
Nombre de coupures d'eau, par millier d'abonnés, survenues au cours de l'année pour 
lesquelles les abonnés concernés n'ont pas été informés à l'avance"
726711,1364563,665778,"2,22",720,724,,Quelle est le taux moyen de renouvellement des réseaux ?,data(2).txt,"enouvelé inclut les sections de réseaux remplacées à l’identique ou renforcées 
ainsi que les sections réhabilitées.  
 
L’indicateur de performance «  Taux moyen de renouvellement  des réseaux » [P107.2] est une 
moyenne sur les 5 dernières années. Sur la période indiquée ci -dessus, il est égal à 2,22 %. 
 
Le linéai re renouvelé en 5 ans est de 35,809km.  
◼ CONTINUITE DU SERVIC E 
Taux d'occurrence des interruptions de service non programmées  
 
Nombre de coupures d'eau, par millier d'abonnés, survenues au cours de l'année pour 
lesquelles les abonnés concernés n'ont pas été informés à l'avan"
726715,1364572,665781,100 % ,762,768,,Quel est le taux de respect du détail? ,data(3).txt," 
(hors délai de réalisation des travaux) ou remettre en service un branchement existant.  
 
Taux de respect  (pourcentage du nombre de demandes d'ouverture d'un branchement pour 
lesquels le délai est respecté)  : 
  2015  2016  2017  2018  2019  
Taux de respect du délai  100 % 100 % 100 % 100 % 100 % 
◼ TAUX D’IMPAYES  
Il correspond au taux d'impayés au 31 décembre de l'année N sur les factures émises au titre 
de l'année N - 1. 
 
Le montant facturé au titre de l'année N - 1 comprend l'ensemble de la facture, y compris les 
redevances prélèvement  et pollution et la TVA liée à ces postes. Pour"
727115,1364611,666155, 213 372 ,95,104,,Quel est le nombre d'habitants desservis? ,data(15).txt," 
 
 Les indicateurs de performances  
 
D201.0 – Estimation du nombre d'habitants desservis  
 213 372  habitants desservis  
D202.0 – Nombre d’autorisations de déversement 
d’effluents d’établissements industriels au réseau de 
collecte des eaux usées  
 18 
 
D203.0  – Quantité de boues issues des ouvrages 
d’épuration  
 3 893 T de MS  
 
Prix TTC du service au m³ pour 120 m³ (sans les 
abonnement"
726723,1364574,665787, 100 ,755,760,,Quel est le taux de respect de délai en 2021? ,data(4).txt,"ors délai de réalisation des travaux) ou remettre en service un branchement 
existant de  
 
Taux de respect  (pourcentage du nombre de demandes d'ouverture d'un 
branchement pour lesquels le délai est respecté)  : 
 
  2017  2018  2019  2020  2021  
Taux de respect du délai  100 % 100 % 100 % 100 % 100 % 
◼ TAUX D’IMPAYES  
Il correspond au taux d'impayés au 31 décembre de l'année N sur les factures 
émises au titre de l'année N - 1. 
 
Le montant facturé au titre de l'année N - 1 comprend l'ensemble de la facture, y 
compris les redevances prélèvement et pollution, la taxe Voies navigables de 
Fr"
726725,1364574,665789,"1,5 ",303,307,,Quel est le taux d'interruptions des services? ,data(4).txt,"5 
Rapport annuel  
EXERCICE  Commune de SAINT -MALO  Les coupures chez l'abonné lors d'interventions effectuées sur son branchement 
ou pour non paiement des factures ne sont pas prises en compte.  
 
  2017  2018  2019  2020  2021  
Taux d’occurrence des 
interruptions de service  1,0 1,3 1,2 1,1 1,5 
◼ DELAI D'OUVERTURE DES BRANCHEMENTS POUR 
LES NOUVEAUX ABONNES  
La société s’est engagée sur un délai maximal pour ouvrir un branchement neuf 
(hors délai de réalisation des travaux) ou remettre en service un branchement 
existant de  
 
Taux de respect  (pourcentage du nombre de demandes d'ouver"
726727,1364574,665791," 0,7",1402,1406,,Quel est le taux d'impayé ? ,data(4).txt," facture donnée, les montants 
impayés sont répartis au prorata h ors taxes et redevances de la part « eau » et 
de la part « assainissement ». Sont exclues les factures de réalisation de 
branchements et de travaux divers.  
 
  2017  2018  2019  2020  2021  
Taux d’impayés  0,7 % 0,7 % 0,7 % 0,8 % 0,7 % 
◼ TAUX DE RECLAMATIONS  
Le taux de réclamations est le nombre de réclamations écrites, reçues par 
l'opérateur ou directement par la collectivité, rapporté au nombre d'abonnés 
divisé par 1 000.  
 
Sont prises en compte les réclamations relatives à des écarts ou des non-
conformités vis -à-vis"
726736,1364575,665799,"2,33",394,398,,Quel est le taux de renouvellement des reseaux? ,data(5).txt,"istribution  
 
Evolution de l’indice linéaire des pertes en réseau  
 
◼ RENOUVELLEMENT DES RESEAUX  
  2017  2018  2019  2020  2021  
Linéaire de canalisations 
renouvelées au cours de 
l’exercice  [km] 7,780  7,584  6,017  5,639  7,542  
% de renouvellement du réseau  2,36%  2,32%  1,86%  1,74%  2,33%  
 
Le linéaire renouvelé inclut les sections de réseaux remplacées à l’identique ou 
renforcées ainsi que les sections réhabilitées.  
 
L’indicateur de performance «  Taux moyen de renouvellement  des réseaux  » [P107.2] 
est une moy enne sur les 5 dernières années. Sur la période indiquée ci -d"
726750,1364576,665813,11 203  ,1246,1254,,Quelle est l'estimation du nombre d'habitants desservis ?,data(6).txt," sur 365 jours) 890 683 m3 
VP.063 Volume comptabilisé domestique 890 063 m3 
VP.201 Volume comptabilisé non domestique - m3 
VP.056 Nombre d'abonnés total 5 235  
 dont nombre d'abonnés domestiques 5 235  
 dont nombre d'abonnés non domestiques -  
D101.0 Estimation du nombre d'habitants desservis 11 203  
Indicateurs de performance  
P104.3 Rendement de réseau de distribution 73,18% % 
P105.3 Indice linéaire des volumes non comptés 9,96 m3/km/j 
P106.3 Indice linéaire de pertes en réseau 9,28 m3/km/j 
VP.224 Indice linéaire de consommation 25,33 m3/km/j 
P103.2B Indice de connaissance et de gestion "
727110,1364610,666150," 82,24",423,429,,Quel est le rendement du réseau ? ,data(14).txt,"introduits dans le réseau de 
distribution qui est consommée ou vendue à un autre service. Sa valeur et son évolution sont le reflet de la politique 
de lutte contre les pertes d'eau en réseau de distribution.  
 
Pour l'année 20 21, le rendement du réseau de distribution est :  
 
V6 + V 3 x 100  = 82,24  % 
   V1 + V 2 
 
A titre indicatif, le ratio volume vendu sur volume mis en distribution ( V7/V4 ) est de  80,49%. 
 
Il est à noter que durant l’année 2020, la crise sanitaire nous a contraint à procéder à des estimations basées 
sur les années antérieures pour l’établissement de la facturation."
727116,1364611,666156, 18 ,256,260,,Quelle est la valeur de D202.0 ?,data(15).txt," 
 
 Les indicateurs de performances  
 
D201.0 – Estimation du nombre d'habitants desservis  
 213 372  habitants desservis  
D202.0 – Nombre d’autorisations de déversement 
d’effluents d’établissements industriels au réseau de 
collecte des eaux usées  
 18 
 
D203.0  – Quantité de boues issues des ouvrages 
d’épuration  
 3 893 T de MS  
 
Prix TTC du service au m³ pour 120 m³ (sans les 
abonnements)  
 2,30 € TTC/m3 pour un service 
exploité par la RESE  
D204.0 – Prix TTC du service au m³ pour 120 m³  
(avec les abonnements)  
 3,33 € TTC/m3 pour un"
